RBD;ESTABLECIMIENTO;LATITUD;LONGITUD;NOM_COM_RBD;COD_REG_RBD
11518;ESCUELA PARTICULAR CAMPO LINDO; ; ;PADRE LAS CASAS;9
11520;ESCUELA ESPECIAL AYELEN;-38,547634;-72,43776;LAUTARO;9
11522;ESCUELAS BASICA RENICO GRANDE;-38,215149;-72,865623;LUMACO;9
11523;ESCUELA PARTICULAR AGUA TENDIDA;-38,03260034;-73,07879342;PURÉN;9
11526;ESCUELA PARTICULAR HUALAPULLI;-39,393749;-72,239777;VILLARRICA;9
11527;LICEO POLITECNICO METODISTA LA GRANJA;-38,750599;-72,937477;NUEVA IMPERIAL;9
11528;ESCUELA PARTICULAR SANTA ELENA;-38,84803;-72,844391;NUEVA IMPERIAL;9
11529;ESCUELA ESPECIAL LOS CANELOS;-37,79689;-72,71193;ANGOL;9
11530;ESCUELA ESPEC.RETARDO MENTAL AMMILLAN;-38,98776;-72,642265;PITRUFQUÉN;9
11531;ESCUELA PARTICULAR JUNTA DE NANCAHUE; ; ;TRAIGUÉN;9
11532;ESCUELA PARTICULAR LUIS ISRAEL;-38,765499;-72,587624;PADRE LAS CASAS;9
11539;ESCUELA RURAL DOMINGO FAUSTINO SARMIENTO;-42,384399;-73,602669;CURACO DE VÉLEZ;10
11540;ESCUELA PARTICULAR ALEPUE;-39,531361;-73,208168;MARIQUINA;14
11542;ESCUELA PARTICULAR MELIQUINA;-39,5355;-72,816902;MARIQUINA;14
11543;ESCUELA PARTICULAR TRIPAYANTE;-39,357719;-72,885986;MARIQUINA;14
11544;ESCUELA PARTICULAR MISIONAL PELCHUQUIN;-39,625629;-73,074364;MARIQUINA;14
11545;ESCUELA PARTICULAR MADRE DE DIOS;-39,61019027;-72,76051487;MARIQUINA;14
11547;ESCUELA PARTICULAR NOLGUEHUE;-40,491589;-72,786186;RÍO BUENO;14
11548;ESCUELA CLAUDIO MATTE;-41,113529;-73,053192;FRUTILLAR;10
11549;JARDIN I   HOSPITAL BASE; ; ;OSORNO;10
11551;J INF   PEQ CASA EN LA PRADERA; ; ;OSORNO;10
11553;ESCUELA RURAL NALHUITAD;-42,529861;-73,840263;CHONCHI;10
11554;ESCUELA DE ADULTOS DE RIO BUENO;-40,33508;-72,962395;RÍO BUENO;14
11556;J INF   DIANA DE ROB; ; ;OSORNO;10
11557;J INFANTIL  ESTACION NAVAL; ; ;PUERTO MONTT;10
11558;J INFANTIL  PEQUEN O INF ANDARIN; ; ;PUERTO MONTT;10
11559;ESCUELA CURSO SATELITES; ; ;RÍO NEGRO;10
11560;CENT ABIERTO  MANUEL RODRIGUEZ; ; ;PUERTO MONTT;10
11563;CENTRO ABIERTO LA COLINA; ; ;PUERTO MONTT;10
11565;J INFANTIL   HOSPITAL BASE; ; ;PUERTO MONTT;10
11573;ESCUELA PARTICULAR GENERAL CARRERA;-40,5695357;-73,146464;OSORNO;10
11574;ESCUELA PARTICULAR PLAYA ROSADA;-39,82518512;-73,4025954;VALDIVIA;14
11575;ESCUELA PARTICULAR N. 293 LUCILA GODOY ALCAYAGA;-41,72599;-73,125267;CALBUCO;10
11576;ESCUELA PARTICULAR N.290 LOS RADALES;-41,07246;-73,207153;FRUTILLAR;10
11577;ESCUELA ESPECIAL TALLER LABORAL MATICES;-40,570656;-73,13285;OSORNO;10
11578;ESCUELA PARTICULAR N.300 YUSTE;-41,815269;-73,885399;ANCUD;10
11581;ESCUELA PARTICULAR LOS CIERVOS;-40,230068;-72,931717;LA UNIÓN;14
11582;ESCUELA PARTICULAR FOLLECO ALTO;-40,175621;-73,003487;LA UNIÓN;14
11584;ESCUELA DE PARVULOS N.287 LOS GRILLITOS; ; ;FUTRONO;14
11587;ESCUELA DE PARVULOS N.295 PAILLAQUITO; ; ;PAILLACO;14
11588;ESCUELA TRALAHUAPI;-39,54255673;-72,11207438;PANGUIPULLI;14
11589;ESCUELA RURAL UNION CHISCAIHUE;-40,61882237;-72,599694;RÍO BUENO;14
11590;ESCUELA RURAL SAN PEDRO;-42,350689;-73,843361;DALCAHUE;10
11591;INSTITUTO TECNICO PROFESIONAL LLIFEN;-40,198139;-72,258698;FUTRONO;14
11592;ESCUELA PARTICULAR N.288 EL BUEN PASTOR;-41,40379271;-73,806482;PUERTO MONTT;10
11593;ESCUELA RURAL MARIA ENRIQUETA CHIGUAY CAIPILLAN;-43,041679;-73,461288;QUELLÓN;10
11594;COLEGIO ANTILLANCA;-40,574131;-73,119118;OSORNO;10
11595;ESCULA RURAL QUIMAN;-40,12161852;-72,31679795;FUTRONO;14
11602;JARDIN INFANTIL HANSEL Y GRETEL; ; ;VALDIVIA;14
11604;J INF    LOS PICAPIEDRAS; ; ;OSORNO;10
11606;ESCUELA ANEXA ESC. E N 35; ; ;COYHAIQUE;11
11608;LICEO TECNICO PROFESIONAL JUAN PABLO II;-45,580971;-72,042526;COYHAIQUE;11
11609;ESCUELA MUNICIPAL MELIMOYU;-44,076988;-73,086327;CISNES;11
11612;ESCUELA BASICA RIBERA SUR;-45,413559;-72,687103;AYSÉN;11
11673;ESCUELA BASICA CALEDONIA; ; ;MULCHÉN;8
11674;ESCUELA PARTICULAR CANICU;-37,71093;-71,481911;ALTO BIOBÍO;8
11675;ESCUELA ESPECIAL DE LENGUAJE CAMPANELLA;-36,84183;-73,10301;SAN PEDRO DE LA PAZ;8
11676;ESCUELA BASICA LA HUERTA;-37,288651;-72,773293;SANTA JUANA;8
11677;ESCUELA ANDRES ALCAZAR;-37,280449;-72,711449;LAJA;8
11678;LICEO ADVENTISTA;-53,138691;-70,889107;PUNTA ARENAS;12
11680;COLEGIO CHARLES DARWIN;-53,138351;-70,89772;PUNTA ARENAS;12
11681;COLEGIO MIGUEL DE CERVANTES;-53,154893;-70,911601;PUNTA ARENAS;12
11682;CEN DE CAP LAB LOS RETAMILLOS; ; ;PUNTA ARENAS;12
11685;SOCIEDAD EDUCACIONAL  LA ARAUCANA;-53,16215;-70,90274;PUNTA ARENAS;12
11686;ESCUELA HEROES DE LA CONCEPCION;-51,17784739;-72,95808377;TORRES DEL PAINE;12
11687;ESCUELA REPUBLICA ARGENTINA;-53,147652;-70,927193;PUNTA ARENAS;12
11688;18 DE SEPTIEMBRE; ; ;PUNTA ARENAS;12
11704;ESCUELA PUERTA DE LA CORDILLERA;-36,705429;-71,892052;PINTO;16
11705;COLEGIO LOS EDUCADORES;-36,827278;-73,144058;SAN PEDRO DE LA PAZ;8
11706;LICEO PARTICULAR LOS ANDES;-36,837341;-73,137589;SAN PEDRO DE LA PAZ;8
11707;COLEGIO PARTICULAR NIÑO JESÚS;-37,093479;-73,157066;LOTA;8
11708;COLEGIO PARQUE CENTRAL;-36,792561;-73,079536;HUALPÉN;8
11709;COLEGIO ALERCE;-36,824471;-73,070831;CONCEPCIÓN;8
11710;JARDIN INFANTIL EMANUEL;-37,017372;-73,149;CORONEL;8
11711;ESCUELA LUIS MARTÍNEZ GONZÁLEZ;-37,2397;-71,941139;TUCAPEL;8
11712;ESCUELA PARTICULAR GASPAR CABRALES;-37,625648;-73,465797;LOS ÁLAMOS;8
11713;DIFERENCIAL AMANDA LABARCA; ; ;LAJA;8
11714;ESCUELA CHACUIVI;-38,1511;-73,368729;TIRÚA;8
11715;COLEGIO PARTICULAR ALBERTO BLEST GANA;-36,82999;-73,139168;SAN PEDRO DE LA PAZ;8
11716;COLEGIO MARÍA INMACULADA DE LOS ÁNGELES;-37,484169;-72,349167;LOS ÁNGELES;8
11718;ESCUELA PARTICULAR JUAN PABLO SEGUNDO;-37,464581;-72,368294;LOS ÁNGELES;8
11719;ESCUELA PARTICULAR BIOBÍO DE LOS ÁNGELES;-37,460758;-72,375;LOS ÁNGELES;8
11737;COLEGIO PARTICULAR SANTA ISABEL;-37,41982667;-72,31722234;LOS ÁNGELES;8
11738;ESCUELA PARTICULAR MALLA-MALLA; ; ;SANTA BÁRBARA;8
11739;ESCUELA PART.TRAPA TRAPA BUTALELBUM;-37,75737;-71,217857;ALTO BIOBÍO;8
11740;ESCUELA BASICA SAN EDUARDO; ; ;QUILLÓN;16
11741;COLEGIO SAN ANDRÉS;-36,794361;-73,043747;CONCEPCIÓN;8
11742;ESCUELA EL DESIERTO; ; ;TIRÚA;8
11743;COLEGIO BASICO LOS LOBOS;-36,7206;-73,141113;TALCAHUANO;8
11744;ESCUELA CHILLAN VIEJO;-36,622768;-72,138344;CHILLÁN VIEJO;16
11745;COLEGIO DIFERENCIAL SANTO DOMINGO;-36,92761;-73,023544;CHIGUAYANTE;8
11746;ESCUELA PARTICULAR LOS CONFINES;-37,472511;-73,339302;CURANILAHUE;8
11749;ESCUELA COLOMAVIDA; ; ;SAN CARLOS;16
11755;COLEGIO DE ADULTOS INSTITUTO LUISA CARDIJIN;-33,44713935;-70,64117277;SANTIAGO;13
11758;ESCUELA BASICA PARTICULAR SUMMERHILL;-33,42233085;-70,65809625;INDEPENDENCIA;13
11759;ESCUELA ESPECIAL AMERICA DEL SUR;-33,484016;-70,6919;CERRILLOS;13
11760;COLEGIO METODISTA; ; ;SANTIAGO;13
11761;ESCUELA PARTICULAR SAN FELIPE NERI;-33,41734957;-70,64175875;RECOLETA;13
11762;ESCUELA ESPECIAL PARTICULAR LA ROSA AZUL; ; ;SANTIAGO;13
11763;ESCUELA BASICA DIVINA MISTRAL; ; ;RECOLETA;13
11766;COLEGIO INSTITUTO ARTÍSTICO DE ESTUDIOS SECUNDARIOS DE LA UNIVERSIDAD DE CHILE;-33,445458;-70,65924;SANTIAGO;13
11767;COLEGIO LORD COCHRANE;-33,46015612;-70,65336584;SANTIAGO;13
11768;ESCUELA ESPECIAL PART RAYITO DE LUZ;-33,38357;-70,66866;CONCHALÍ;13
11770;COLEGIO DE ADULTOS YANQUIRAY; ; ;SANTIAGO;13
11772;COLEGIO FAYOL ENGLISH SCHOOL; ; ;PROVIDENCIA;13
11773;COLEGIO BARRET BROWNING SCHOOL; ; ;PROVIDENCIA;13
11775;ESCUELA BASICA JOHN DEWEY COLLEGE; ; ;PROVIDENCIA;13
11776;COLEGIO THE MAYFLOWER SCHOOL;-33,346077;-70,50415;LO BARNECHEA;13
11778;COLEGIO EL BOSQUE DE SUECIA; ; ;ÑUÑOA;13
11783;ESCUELA BASICA N°1238 GIORDANO BRUNO;-33,506562;-70,55873;PEÑALOLÉN;13
11786;ESCUELA BASICA PETER BOROUGH SCHOOL; ; ;LA REINA;13
11788;ESCUELA ESPECIAL PARTICULAR LO HERMIDA;-33,472733;-70,56897;PEÑALOLÉN;13
11789;ESCUELA BASICA PART.BROTHERS SCHOOL;-33,53925404;-70,59534384;LA FLORIDA;13
11791;ESC ESPECIAL NUESTRA SENORA DE LOURDES;-33,56185;-70,597084;LA FLORIDA;13
11792;LICEO PARTIC.ALBERTO MAGNO LA FLORIDA;-33,5556942;-70,60955746;LA FLORIDA;13
11793;ESC BASICA PARTICULAR SAN VALENTIN;-33,51073174;-70,57982294;LA FLORIDA;13
11794;ESCUELA ESPECIAL PARTICULAR VARESCA;-33,510475;-70,578705;LA FLORIDA;13
11795;COLEGIO SAN CARLOS DE LA FLORIDA;-33,54794017;-70,61168627;LA FLORIDA;13
11797;ESC PARTICULAR MANUEL VICUNA LARRAIN;-33,54708881;-70,59625957;LA FLORIDA;13
11800;ESCUELA ESPECIAL PARTICULAR LAS ROSAS;-33,582706;-70,624245;LA PINTANA;13
11802;ESCUELA ESPECIAL JEAN PIAGET LA GRANJA; ; ;LA GRANJA;13
11804;ESCUELA ESPECIAL NUEVA ALBORADA;-33,579983;-70,64428;LA PINTANA;13
11805;COLEGIO POLIVALENTE INGLES;-33,61292102;-70,63783317;LA PINTANA;13
11806;ESCUELA BASICA PARTICULAR ARMI;-33,52892188;-70,64661259;SAN RAMÓN;13
11807;ESCUELA PARTICULAR PUMANQUE;-33,52122397;-70,63843686;SAN RAMÓN;13
11808;ESCUELA PARTICULAR SEGUNDO MAURO ORTIZ; ; ;LA CISTERNA;13
11809;ESC.PAR.MAURICE AND NATALY SCHOOL;-33,53490136;-70,63530233;SAN RAMÓN;13
11811;LICEO SANTA MARIA EUFRASIA;-33,501022;-70,616615;SAN JOAQUÍN;13
11812;COLEGIO TOMAS MORO;-33,5079983;-70,65292213;SAN MIGUEL;13
11813;ESCUELA PARTICULAR ALVAREZ DE TOLEDO;-33,49002678;-70,64532186;SAN MIGUEL;13
11814;COLEGIO PESTALOZZI;-33,505146;-70,6192;SAN JOAQUÍN;13
11816;ESCUELA ESPECIAL PARTICULAR SAN CLEMENTE;-33,48863873;-70,65219662;SAN MIGUEL;13
11817;ESCUELA DE PARVULOS DEUTSCHLAND; ; ;INDEPENDENCIA;13
11818;COMPLEJO EDUC.PARTICULAR DE LAS ACACIAS;-33,56878615;-70,66997165;EL BOSQUE;13
11822;COLEGIO CRISTO REDENTOR; ; ;LA CISTERNA;13
11825;ESCUELA DE PARVULOS NUEVA CALIFORNIA; ; ;ESTACIÓN CENTRAL;13
11827;ESC.BAS.PARTICULAR KRONBERG COLLEGE; ; ;MAIPÚ;13
11828;ESCUELA ESPECIAL PARTICULAR SOR TERESA;-33,507526;-70,72681;CERRILLOS;13
11830;ESCUELA BASICA  1287 SAN MARCOS APOSTOL;-33,54495375;-70,77258211;MAIPÚ;13
11831;LICEO INDUSTRIAL BENJAMIN FRANKLIN;-33,42924415;-70,69663396;QUINTA NORMAL;13
11833;LICEO COMERCIAL ALFA Y OMEGA;-33,4374321;-70,7102258;QUINTA NORMAL;13
11835;ESCUELA PARTICULAR ROYAL SCHOOL;-33,45558531;-70,71883599;LO PRADO;13
11836;ESCUELA ESPECIAL PARTICULAR NUEVA SENDA;-33,413475;-70,68422;RENCA;13
11837;ESCUELA SAINT MARY SCHOOL;-33,20475428;-70,67412944;COLINA;13
11838;ESCUELA PART. STA. CLARISA DE COLINA;-33,20398132;-70,68026279;COLINA;13
11839;LICEO ROSA TOCORNAL; ; ;PUENTE ALTO;13
11843;MASTER COLLEGE;-33,5939762;-70,69929706;SAN BERNARDO;13
11845;ESCUELA PARTICULAR BELGICA;-33,58522358;-70,70629143;SAN BERNARDO;13
11848;ESCUELA PARTICULAR SAN EUGENIO; ; ;BUIN;13
11850;LICEO MUNICIPAL MARIA PINTO (ANEXO); ; ;MARÍA PINTO;13
11851;COLEGIO JOSE MANUEL BALMACEDA;-33,61201409;-70,89874843;PEÑAFLOR;13
11853;ESCUELA BAS. PARTICULAR MILLARAY;-33,61142935;-70,90023048;PEÑAFLOR;13
11854;ESCUELA BASICA PARTICULAR BRASILIA;-33,5693386;-70,81033128;PADRE HURTADO;13
11855;COLEGIO ALVARO COVARRUBIAS ARLEGUI;-33,40388765;-70,6603707;INDEPENDENCIA;13
11856;ESCUELA DE PARVULOS NTRA SENORA DE GUADALUPE; ; ;RECOLETA;13
11858;ESCUELA DE PARVULOS SAINT MARIE; ; ;LA FLORIDA;13
11860;ESCUELA DE PARVULOS TIA LUCY; ; ;SAN MIGUEL;13
11862;ESCUELA DE PARVULOS TRIBILIN;-33,468674;-70,698074;ESTACIÓN CENTRAL;13
11864;ESC DE PAR INSTITUCION SWEET LAUTARO (C.I.I.); ; ;ESTACIÓN CENTRAL;13
11865;ESCUELA DE PARVULOS CONEJIN;-33,572117;-70,68579;EL BOSQUE;13
11867;COLEGIO UNIVERSAL SAN FRANCISCO;-33,66357607;-70,92531466;TALAGANTE;13
11869;CENTRO EDUC. PARTICULAR SAN LUIS;-33,50738492;-70,65061297;SAN MIGUEL;13
11870;ESC.BAS. PART. COLEGIO HAYDN DE SAN JOAQUIN;-33,50815766;-70,61768727;SAN JOAQUÍN;13
11871;COLEGIO PEDRO DE VALDIVIA;-33,440617;-70,60724;PROVIDENCIA;13
11878;ESCUELA ESPECIAL ARNOLD GESELL;-33,576565;-70,57572;PUENTE ALTO;13
11879;CENTRO EDUC. LINCOLN COLLEGE ANEX.4; ; ;LA CISTERNA;13
11881;CENTRO EDUC. LINCOLN COLLEGE ANEXO 1; ; ;LA CISTERNA;13
11882;CENTRO EDUC. LINCOLN COLLEGE ANEX.3; ; ;LA CISTERNA;13
11883;LICEO MUNICIPAL POLIVALENTE MARIA PINTO;-33,453808;-71,07542;MARÍA PINTO;13
11885;COLEGIO POLITEC. AVENIDA INDEPENDENCIA;-33,40971376;-70,65962528;INDEPENDENCIA;13
11886;ESCUELA BASICA EL CARMELO;-33,494587;-71,04688;CURACAVÍ;13
11887;LUCILA DEL MONTE GRANDE; ; ;RECOLETA;13
11890;ESCUELA DE PARVULOS ANDREITA CELIS; ; ;INDEPENDENCIA;13
11892;COLEGIO NUNOA; ; ;ÑUÑOA;13
11893;LICEO PARTICULAR INSUME;-33,46929829;-70,59835816;ÑUÑOA;13
11897;ESCUELA BASICA HORBY 1; ; ;LA FLORIDA;13
11898;LICEO MANUEL BULNES DE LA FLORIDA;-33,51620788;-70,6105147;LA FLORIDA;13
11899;ESCUELA BASICA  LAS RAICES; ; ;LA FLORIDA;13
11901;ESC.ESP.SAN MIGUEL DE LA NVA EXTREMADURA; ; ;LA PINTANA;13
11902;ESCUELA PART.SAN FRANCISCO DE MAPUHUE; ; ;LA PINTANA;13
11903;ESCUELA PARTICULAR SAN MARCELO NUM 2; ; ;LA PINTANA;13
11905;ESC. BASICA PART.CENTRO EDUC.AMANECER; ; ;SAN MIGUEL;13
11906;ESCUELA BAS. LOS CARRERA;-33,49636692;-70,64811997;SAN MIGUEL;13
11909;ESCUELA PARTICULAR N°333 EL ANGEL;-33,49614513;-70,62961168;SAN JOAQUÍN;13
11910;LICEO ELENA REQUENA; ; ;LO ESPEJO;13
11912;INSTITUTO POLIVALENTE SAN MIGUEL; ; ;SAN MIGUEL;13
11914;ESCUELA BASICA Nº128 SAN RAMON;-33,52869213;-70,64985391;LA CISTERNA;13
11915;ESCUELA DE PARVULOS N° 242 LOS CHIQUITITOS;-33,516774;-70,6834485;LO ESPEJO;13
11918;FROILAN YAÑEZ DE LA BARRA;-33,539548;-70,66740036;LA CISTERNA;13
11920;ESCUELA ESPECIAL CEDIF; ; ;ESTACIÓN CENTRAL;13
11921;COLEGIO INFOCAP;-33,506985;-70,63431;SAN JOAQUÍN;13
11922;ESCUELA PARTICULAR EL ABRAZO DE MAIPU;-33,54384345;-70,77251526;MAIPÚ;13
11923;INSTITUTO COMERCIAL SAN PABLO;-33,4394942;-70,75308192;PUDAHUEL;13
11924;ESCUELA ESPECIAL LORENZO EITING;-33,43757;-70,71219;QUINTA NORMAL;13
11925;COLEGIO POLIVALENTE BRITANIA RENCA; ; ;RENCA;13
11926;ESCUELA BASICA PARTICULAR ROQUER;-33,40624008;-70,70246519;RENCA;13
11928;ESCUELA ANTILLANCA;-33,60737882;-70,5705591;PUENTE ALTO;13
11929;ESCUELA DE PARVULOS N°61 LAS VERTIENTES;-33,58589;-70,46597;SAN JOSÉ DE MAIPO;13
11931;CENTRO EDUC.PART.ORDEN DE SAN JORGE;-33,60423894;-70,68338811;SAN BERNARDO;13
11932;ESCUELA ESPECIAL JULIO BERNALDO QUIROS;-33,818283;-70,736755;PAINE;13
11934;ESCUELA BASICA PARTICULAR  GACITUA; ; ;ISLA DE MAIPO;13
11936;COLEGIO JACQUES COUSTEAU;-33,51625034;-70,78584447;MAIPÚ;13
11942;COLEGIO ABERSAN;-33,18134283;-70,65309146;COLINA;13
11943;ESCUELA PARTIC DE PARVULOS LOS PITUFOS; ; ;CONCHALÍ;13
11945;ESCUELA DE PARVULOS PITUFINA; ; ;CONCHALÍ;13
11946;COLEGIO AMERICO VESPUCIO; ; ;PEÑALOLÉN;13
11947;COLEGIO SHIRAYURI;-33,5199;-70,58905613;LA FLORIDA;13
11948;COLEGIO SAN LORENZO;-33,56445883;-70,58437589;LA FLORIDA;13
11949;COLEGIO CRISOL;-33,56502154;-70,58261383;LA FLORIDA;13
11950;COLEGIO MONTEVERDE;-33,47377344;-70,54952088;PEÑALOLÉN;13
11951;ESCUELA DE PARVULOS EL PRINCIPITO; ; ;LA FLORIDA;13
11952;ESCUELA BELEN O¦HIGGINS;-33,53789948;-70,60556992;LA FLORIDA;13
11953;ESCUELA DE PARVULOS EL MOLINITO DE STA AMALIA; ; ;LA FLORIDA;13
11956;ESCUELA BASICA  N°1226 PEPITA;-33,513173;-70,5925;LA FLORIDA;13
11959;ESCUELA DE PARVULOS N° 1300 ALVARO COVARRUBIAS A.;-33,403509;-70,659999;INDEPENDENCIA;13
11960;ESCUELA BASICA MARIA AUXILIADORA; ; ;SANTIAGO;13
11962;COLEGIO  PEDRO DE VALDIVIA-AGUSTINAS;-33,44203;-70,66454;SANTIAGO;13
11965;CENTRO EDUCACIONAL SAN LORENZO;-33,39045098;-70,65532689;RECOLETA;13
11966;COLEGIO PUCARA DE LOS ANDES;-33,38615222;-70,51159405;LAS CONDES;13
11967;COLEGIO NORWICH COLLEGE; ; ;LAS CONDES;13
11968;COLEGIO CUMBRES;-33,396026;-70,50479;LAS CONDES;13
11971;COLEGIO SANTO DOMINGO_PADRES DOMINICOS;-33,450642;-70,52094;LA REINA;13
11977;SAINT CHRISTIAN COLLEGE;-33,55377423;-70,62428201;LA GRANJA;13
11978;ESCUELA DE PARVULOS BELEN LA BANDERA; ; ;SAN RAMÓN;13
11979;COLEGIO MIGUEL ANGEL;-33,58766371;-70,62578481;LA PINTANA;13
11980;ESCUELA ESPECIAL PARTICULAR CECLA;-33,534847;-70,65571;LA CISTERNA;13
11985;ESCUELA BAS. DE ADULTOS AGUSTIN CALDERON ROJA; ; ;BUIN;13
11987;COMPLEJO EDUCACIONAL AMERICANO; ; ;SANTIAGO;13
11988;COLEGIO CLERC; ; ;LAS CONDES;13
11991;COLEGIO ALCALA; ; ;ÑUÑOA;13
11993;ESCUELA BASICA JUAN PABLO DUARTE;-33,44555595;-70,62162943;PROVIDENCIA;13
11994;LICEO POLIVALENTE BAHIA DARWIN;-33,54421894;-70,62636681;LA GRANJA;13
11997;ESCUELA JOSE IBAÑEZ;-33,54357307;-70,65893229;LA CISTERNA;13
11998;ESCUELA BASICA PARTICULAR HUEÑECITO;-33,58843667;-70,64948943;LA PINTANA;13
12001;COLEGIO PARTICULAR EVANGÉLICO BETANIA;-36,61861;-72,078659;CHILLÁN;16
12002;ESCUELA PARTICULAR TOQUI CAUPOLICAN;-37,955261;-73,416313;CAÑETE;8
12003;CENTRO DE EDUCACION DE ADULTOS DE FUNDAC; ; ;CONCEPCIÓN;8
12004;LICEO POLITECNICO CURANILAHUE;-37,47794;-73,359261;CURANILAHUE;8
12005;COLEGIO DON ORIONE;-37,460289;-72,351387;LOS ÁNGELES;8
12006;LICEO AGRICOLA SAN CARLOS;-36,434181;-71,927094;SAN CARLOS;16
12008;ESCUELA PARTICULAR AMERICO VESPUCIO;-36,985378;-73,16658;CORONEL;8
12010;NATAN; ; ;SANTA JUANA;8
12011;ESCUELA DE LENGUAJE ANTU;-37,79999;-73,39793;CAÑETE;8
12013;JARDIN INFANTIL TIRITA DE PAPEL;-36,831753;-73,0543095;CONCEPCIÓN;8
12014;ESCUELA DE PARVULOS Y ESC.ESP.LENG.DIVINO MAESTRO;-36,616417;-72,122475;CHILLÁN;16
12015;COLEGIO CONCEPCION;-37,4669;-72,32911;LOS ÁNGELES;8
12018;ESCUELA EL RODEO;-36,80471;-71,813339;PINTO;16
12019;COLEGIO PARTICULAR PEQUENOS AMIGOS; ; ;PENCO;8
12020;ESCUELA BASICA ENRIQUE ZANARTU PRIETO;-37,035938;-72,404984;CABRERO;8
12021;ESC. PART. VICENTE HUIDOBRO; ; ;LEBU;8
12022;ESCUELA BASICA CHACAYAL SUR;-37,447971;-72,139427;LOS ÁNGELES;8
12023;COLEGIO BASICO SAN VICENTE;-36,723942;-73,122337;TALCAHUANO;8
12024;THE WESSEX SCHOOL;-36,78634;-73,01875;CONCEPCIÓN;8
12025;COLEGIO ITAHUE DE CHIGUAYANTE;-36,876333;-73,03325;CHIGUAYANTE;8
12027;COLEGIO BICENTENARIO DE EXCELENCIA EL ÁRBOL DE LA VIDA;-36,418152;-71,968582;SAN CARLOS;16
12028;JERONIMO TRETTEL; ; ;CAÑETE;8
12029;INACAP; ; ;TALCAHUANO;8
12030;CORPORACION NACIONAL LA ARAUCANA; ; ;CONCEPCIÓN;8
12031;COLEGIO SAN DIEGO DE ALCALÁ;-37,244202;-71,944183;TUCAPEL;8
12032;COLEGIO CHOLGUAN;-37,161259;-72,071442;YUNGAY;16
12033;LICEO INDUSTRIAL METODISTA DE CORONEL;-36,991669;-73,168007;CORONEL;8
12034;MAMPAWEL; ; ;SAN CARLOS;16
12035;JARDIN INFANTIL BARQUITO DE PAPEL;-36,724495;-73,11225;TALCAHUANO;8
12036;COLEGIO PINARES;-36,8886;-73,03553;CHIGUAYANTE;8
12037;LICEO POLIVALENTE HERMANAS MAESTRAS DE LA SANTA CRUZ;-37,286701;-72,702843;LAJA;8
12038;ANEXO DE WESSEX SCHOOL; ; ;CONCEPCIÓN;8
12039;CENTRO DE CAPACITACION LABORAL UNPADE; ; ;CONCEPCIÓN;8
12041;COLEGIO CONCEPCION; ; ;SAN CARLOS;16
12042;CENTRO EDUCACIÓN ADULTOS MANANTIAL DE AGUA VIVA;-37,27622;-72,71779;LAJA;8
12045;CHILLAN VALLEY ENGLISH SCHOOL; ; ;CHILLÁN;16
12046;COLEGIO LORENZO MONDANELLI;-36,628139;-71,830856;COIHUECO;16
12047;J I LOS PASTORCITOS; ; ;CHILLÁN;16
12048;JARDIN INFANTIL CORAZON DE ORO; ; ;LOS ÁNGELES;8
12050;COLEGIO POLIVALENTE DARIO SALAS;-36,591518;-72,095871;CHILLÁN;16
12051;ESCUELA ESPECIAL DE LA SOLIDARIDAD;-37,71986;-72,24693;MULCHÉN;8
12052;CENTRO DE CAPACITACION LABORAL APANDI;-37,08423;-73,16521;LOTA;8
12053;JARDIN INFANTIL LAS AZUCENAS; ; ;LOS ÁNGELES;8
12054;JARDIN INFANTIL EL NAZARENO; ; ;CONCEPCIÓN;8
12055;COLEGIO TÉCNICO PROFESIONAL AMANCAY;-36,82165193;-73,03726857;CONCEPCIÓN;8
12056;COLEGIO PARTICULAR NINO JESUS; ; ;LOTA;8
12058;ESCUELA BASICA LOS LIBERTADORES;-36,96685;-72,932709;HUALQUI;8
12059;COLEGIO AGRÍCOLA LOS MAYOS;-37,67458;-71,934181;SANTA BÁRBARA;8
12061;EL ALMENDRAL; ; ;SAN PEDRO DE LA PAZ;8
12062;LICEO MAURICIO HOCHSCHILD;-36,843578;-73,112289;SAN PEDRO DE LA PAZ;8
12063;THE THOMAS JEFFERSON SCHOOL;-36,785557;-73,06083;TALCAHUANO;8
12064;ESCUELA BASICA EL PIURE;-37,237949;-73,632713;ARAUCO;8
12065;ESCUELA BASICA MELA;-36,360359;-72,852867;TREHUACO;16
12072;ESCUELA DE PARVULOS SAN ANTONIO DE PALLES; ; ;ESTACIÓN CENTRAL;13
12073;COLEGIO HALLEY;-33,47794256;-70,72928774;MAIPÚ;13
12076;ESCUELA PARTICULAR SAN GUILLERMO;-33,62646328;-70,61001673;PUENTE ALTO;13
12077;COLEGIO SAN MIGUEL DE LOS ANDES;-33,56506108;-70,57338003;PUENTE ALTO;13
12079;HERNAN MERINO CORREA;-33,59525441;-70,68632585;SAN BERNARDO;13
12080;ESCUELA DE PARVULOS INNS BRUCK; ; ;SAN BERNARDO;13
12082;LICEO AGRICOLA REINA PAOLA DE BELGICA; ; ;PAINE;13
12083;COLEGIO LO ERRAZURIZ;-33,47448905;-70,72753202;MAIPÚ;13
12085;COLEGIO CRISTIANO EMMANUEL;-33,51234494;-70,56430502;LA FLORIDA;13
12086;COLEGIO COYANCURA;-33,429065;-70,58669;LAS CONDES;13
