RBD;ESTABLECIMIENTO;LATITUD;LONGITUD;NOM_COM_RBD;COD_REG_RBD
1;LICEO POLITECNICO ARICA;-18,4872;-70,295212;ARICA;15
2;PARVULARIO LAS ESPIGUITAS;-18,46986198;-70,30275726;ARICA;15
3;ESC. PEDRO VICENTE GUTIERREZ TORRES;-18,50358009;-70,26082611;ARICA;15
4;LICEO OCTAVIO PALMA PEREZ;-18,474239;-70,308273;ARICA;15
5;JOVINA NARANJO FERNANDEZ;-18,4769;-70,313454;ARICA;15
7;L. POLI. ANTONIO VARAS DE LA BARRA;-18,476151;-70,288368;ARICA;15
8;COLEGIO INTEGRADO EDUARDO FREI MONTALVA;-18,482491;-70,317581;ARICA;15
9;ESCUELA REPUBLICA DE ISRAEL;-18,486691;-70,30452;ARICA;15
10;ESCUELA REPUBLICA DE FRANCIA;-18,474369;-70,309036;ARICA;15
11;ESC. GRAL. PEDRO LAGOS MARCHANT;-18,491011;-70,311577;ARICA;15
12;ESCUELA GRAL JOSE MIGUEL CARRERA;-18,49193;-70,293968;ARICA;15
13;ESCUELA MANUEL RODRIGUEZ ERDOYZA;-18,48134;-70,285347;ARICA;15
14;ESCUELA ROMULO J. PENA MATURANA;-18,481239;-70,289757;ARICA;15
15;LICEO BICENTENARIO ARTISTICO DR. JUAN NOE CREVANI;-18,47138596;-70,300354;ARICA;15
16;ESCUELA REGIMIENTO RANCAGUA;-18,474831;-70,308777;ARICA;15
17;ESCUELA SUBTTE. LUIS CRUZ MARTINEZ;-18,46727;-70,290939;ARICA;15
18;ESC. COMTE. JUAN JOSE SAN MARTIN;-18,476681;-70,287788;ARICA;15
19;ESC. HUMBERTO VALENZUELA GARCIA;-18,474661;-70,291908;ARICA;15
20;ESCUELA TUCAPEL;-18,4797;-70,295502;ARICA;15
21;ESCUELA CARLOS GUIRAO MASSIF;-18,48379188;-70,30008008;ARICA;15
22;ESCUELA GABRIELA MISTRAL;-18,44829;-70,290649;ARICA;15
25;COLEGIO CENTENARIO DE ARICA;-18,440001;-70,293381;ARICA;15
26;ESCUELA REPUBLICA DE ARGENTINA;-18,48361;-70,300591;ARICA;15
27;ESCUELA ESMERALDA;-18,483049;-70,308029;ARICA;15
28;ESCUELA RICARDO SILVA ARRIAGADA;-18,485069;-70,294403;ARICA;15
29;ESCUELA AMERICA;-18,47761;-70,28302;ARICA;15
30;ESCUELA DR. RICARDO OLEA GUERRA;-18,48061752;-70,28401184;ARICA;15
31;ESCUELA DARIO SALAS DIAZ;-18,50066;-70,254593;ARICA;15
32;LICEO AGRICOLA JOSE ABELARDO NUNEZ M.;-18,51926;-70,178741;ARICA;15
33;ESCUELA CARLOS CONDELL DE LA HAZA;-18,41711;-70,225853;ARICA;15
35;ESCUELA GRAL. MANUEL BAQUEDANO;-18,451719;-70,067574;ARICA;15
36;ESCUELA IGNACIO CARRERA PINTO;-18,4956;-70,283524;ARICA;15
38;ESCUELA ESPAÑA;-18,558821;-70,100723;ARICA;15
39;ESCUELA PAMPA ALGODONAL;-18,578211;-69,965172;ARICA;15
41;ESCUELA VALLE DE CHACA;-18,820641;-70,140381;ARICA;15
42;ESCUELA MOLINOS LLUTA;-18,38175;-69,944893;ARICA;15
43;JARDIN INFANTIL CEPILLIN;-18,439636;-70,290726;ARICA;15
44;JARDIN INFANTIL PEQUENILANDIA; ; ;ARICA;15
45;COLEGIO ITALIANO SANTA ANA;-18,483061;-70,314301;ARICA;15
46;JARDIN INFANTIL SAN ANDRES; ; ;ARICA;15
47;J.  I. KURUMI;-18,492444;-70,2944415;ARICA;15
49;JARDIN INFANTIL PADRE LUIS GALLARDO;-18,475018;-70,29024;ARICA;15
50;COLEGIO ADVENTISTA DE ARICA;-18,49332;-70,270767;ARICA;15
51;ESCUELA PARTICULAR REPÚBLICA DEL ECUADOR;-18,4002612;-70,31498364;ARICA;15
52;LICEO BICENTENARIO DOMINGO SANTA MARIA;-18,46834;-70,303596;ARICA;15
55;JARDIN INFANTIL MONTESSORI GARDEN;-18,48422;-70,30817;ARICA;15
56;COLEGIO SAN MARCOS DE ARICA;-18,470751;-70,304817;ARICA;15
57;JARDIN INFANTIL ZORZALITO; ; ;ARICA;15
58;JARDIN INFANTIL PETETE J.M. BORGOÐO;-18,486109;-70,302956;ARICA;15
59;COLEGIO SAN JORGE;-18,50215;-70,24618;ARICA;15
60;COLEGIO ALEMAN DE ARICA;-18,49221;-70,280296;ARICA;15
65;J.  I.  SOLDADITO DE PLOMO; ; ;ARICA;15
66;JARDIN INFANTIL PLUTO;-18,479057;-70,3034;ARICA;15
67;ABRAHAM LINCOLN SCHOOL;-18,48123;-70,318787;ARICA;15
69;JUNIOR COLLEGE;-18,463913;-70,29144;ARICA;15
70;ESCUELA VALLE DE ESQUINA;-18,93622;-69,530159;CAMARONES;15
72;LICEO VALLE DE CODPA;-18,832899;-69,744583;CAMARONES;15
73;ESCUELA VALLE DE COBIJA;-18,739889;-69,583237;CAMARONES;15
74;ESCUELA VALLE DE CAMARONES;-19,00992;-69,860138;CAMARONES;15
75;ESCUELA VALLE DE GUANACAGUA;-18,81953;-69,709549;CAMARONES;15
76;ESCUELA VALLE DE CUYA;-19,16044;-70,179573;CAMARONES;15
78;LICEO GRANADEROS;-18,19582;-69,561928;PUTRE;15
79;ESCUELA EL MARQUEZ;-18,580721;-69,493759;PUTRE;15
81;ESCUELA PAYACHATAS;-18,054399;-69,201012;PUTRE;15
82;ESCUELA SAN FRANCISCO DE ASIS;-18,26881;-69,597023;PUTRE;15
83;ESCUELA COTA COTANI;-18,200001;-69,266701;PUTRE;15
84;ESCUELA LOS ALAMOS;-18,19635;-69,559219;PUTRE;15
86;ESCUELA SAN SANTIAGO DE BELEN;-18,467779;-69,514893;PUTRE;15
87;ESCUELA ANCOLACANE;-17,854719;-69,606133;GENERAL LAGOS;15
88;ESCUELA ALCERRECA;-17,994341;-69,705887;GENERAL LAGOS;15
89;ESCUELA HUMAPALCA;-17,834391;-69,702782;GENERAL LAGOS;15
90;ESCUELA INTERNADO VISVIRI;-17,594879;-69,481163;GENERAL LAGOS;15
91;ESCUELA COSAPILLA;-17,76635;-69,421242;GENERAL LAGOS;15
92;ESCUELA CHISLLUMA;-17,69677;-69,688301;GENERAL LAGOS;15
93;ESCUELA CHUJLLUTA;-17,89942;-69,349213;GENERAL LAGOS;15
94;ESCUELA GUACOYO;-17,76013;-69,344948;GENERAL LAGOS;15
95;ESCUELA COLPITAS;-17,95694;-69,453629;GENERAL LAGOS;15
97;INST. COM. DE IQUIQUE BALDOMERO WOLNITZKY;-20,220369;-70,153061;IQUIQUE;1
98;CENTRO DE DIAGNOSTICO; ; ;IQUIQUE;1
100;ESCUELA; ; ;IQUIQUE;1
101;HOGAR ESTUDIANTIL; ; ;IQUIQUE;1
102;ESC.EDUC.ESPECIAL FLOR DEL INCA;-20,24097252;-70,13935089;IQUIQUE;1
103;ESC.EDUC.GRAL.BAS.Y DES.ART.VIOLETA PARRA;-20,22109604;-70,13816833;IQUIQUE;1
105;CENTRO DE CAPACITACION LABORAL;-20,24172211;-70,13650513;IQUIQUE;1
106;INSTITUTO DEL MAR ALMIRANTE CARLOS CONDEL;-20,293949;-70,127777;IQUIQUE;1
107;LICEO LIBERT. GRAL.BERNARDO O´HIGGINS;-20,21981;-70,153313;IQUIQUE;1
108;LICEO POLITEC. JOSE GUTIERREZ DE LA FUEN;-20,2258;-70,148727;IQUIQUE;1
109;COLEGIO DEPORTIVO TEC. PROF. ELENA DUVAUCHELLE CABEZON;-20,216949;-70,153381;IQUIQUE;1
110;LICEO BICENTENARIO DOMINGO SANTA MARIA DE IQQ.;-20,21759;-70,146912;IQUIQUE;1
111;ESCUELA GABRIELA MISTRAL;-20,22576;-70,141502;IQUIQUE;1
112;ESCUELA EDUARDO LLANOS;-20,214479;-70,135857;IQUIQUE;1
113;ESCUELA ALMIRANTE PATRICIO LYNCH;-20,23204;-70,137703;IQUIQUE;1
114;ESCUELA PLACIDO VILLARROEL;-20,22024;-70,144112;IQUIQUE;1
115;ESCUELA JAVIERA CARRERA VERDUGO;-20,21947136;-70,1519483;IQUIQUE;1
116;COLEGIO REPUBLICA DE CROACIA;-20,22728;-70,13485;IQUIQUE;1
117;ESCUELA PAULA JARAQUEMADA ALQUIZAR;-20,2204;-70,146248;IQUIQUE;1
119;ESCUELA CENTENARIO;-20,213511;-70,145119;IQUIQUE;1
120;LICEO COM.Y TEC.ARTURO PRAT CHACON;-20,2095485;-70,14359634;IQUIQUE;1
122;ESCUELA THILDA PORTILLO OLIVARES;-20,23621;-70,141006;IQUIQUE;1
123;COLEGIO ESPANA;-20,239719;-70,128853;IQUIQUE;1
124;LICEO LUIS CRUZ MARTINEZ;-20,241989;-70,137444;IQUIQUE;1
125;ESCUELA PROFESOR MANUEL CASTRO RAMOS;-20,245781;-70,138268;IQUIQUE;1
126;COLEGIO REPUBLICA DE ITALIA;-20,243601;-70,131493;IQUIQUE;1
127;LICEO MARIA AUXILIADORA;-20,222321;-70,148376;IQUIQUE;1
128;JARDIN INFANTIL LITTLE GARDEN; ; ;IQUIQUE;1
129;LICEO SUPERIOR GABRIELA MISTRAL;-20,22109;-70,151443;IQUIQUE;1
130;COLEGIO NORTH COLLEGE;-20,223459;-70,144234;IQUIQUE;1
131;COLEGIO ESCASCE;-20,22464;-70,148178;IQUIQUE;1
132;COLEGIO BAJO MOLLE;-20,28974;-70,127434;IQUIQUE;1
133;COLEGIO ADVENTISTA DE IQUIQUE;-20,22514;-70,148499;IQUIQUE;1
134;LICEO ATENEA;-20,21558;-70,154388;IQUIQUE;1
136;J.  I.  CAPULLITO;-20,215338;-70,13811;IQUIQUE;1
138;COLEGIO HERMANOS CARRERA; ; ;IQUIQUE;1
139;JARDIN INFANTIL CONEJITO;-20,214958;-70,15338;IQUIQUE;1
143;LICEO TRINITY COLLEGE; ; ;IQUIQUE;1
144;COLEGIO IQUIQUE YOUNG SCHOOL;-20,223631;-70,143044;IQUIQUE;1
145;HISPANO BRITANICO; ; ;IQUIQUE;1
147;COLEGIO DON BOSCO; ; ;IQUIQUE;1
148;IQUIQUE ENGLISH COLLEGE; ; ;IQUIQUE;1
150;LICEO AMERICAN COLLEGE; ; ;IQUIQUE;1
151;CINDERELLA S SCHOOL; ; ;IQUIQUE;1
154;ESCUELA BASICA FRONTERIZA;-19,92428;-69,511124;HUARA;1
156;ESCUELA PISAGUA;-19,59798;-70,212967;HUARA;1
158;ESCUELA CHIAPA;-19,53726;-69,20697;HUARA;1
159;ESCUELA JAINA;-19,55468;-69,245956;HUARA;1
160;ESCUELA PACHICA;-19,8659;-69,432037;HUARA;1
161;LICEO DE HUARA;-19,99688;-69,772636;HUARA;1
162;ESCUELA SIBAYA;-19,779831;-69,161087;HUARA;1
165;ESCUELA CHUSMIZA;-19,683929;-69,188393;HUARA;1
167;ESCUELA CAMINA;-19,3118;-69,424637;CAMIÑA;1
168;ESCUELA CUISAMA;-19,323589;-69,456703;CAMIÑA;1
169;ESCUELA QUISTAGAMA;-19,34207;-69,497017;CAMIÑA;1
170;ESCUELA NAMA;-19,18918;-69,411568;CAMIÑA;1
171;ESCUELA APAMILCA;-19,309509;-69,392776;CAMIÑA;1
172;ESCUELA CHAPIQUILTA;-19,31773;-69,41053;CAMIÑA;1
173;ESCUELA MOQUELLA;-19,350691;-69,514977;CAMIÑA;1
174;ESCUELA FRANCIA;-19,381559;-69,571472;CAMIÑA;1
175;ESCUELA YALA YALA;-19,31469;-69,400093;CAMIÑA;1
177;ESCUELA BASICA CARIQUIMA;-19,467211;-68,644753;COLCHANE;1
178;LICEO TECNICO PROFESIONAL COLCHANE;-19,27648;-68,639137;COLCHANE;1
179;ESCUELA BASICA MAUQUE;-19,322821;-68,880547;COLCHANE;1
184;ESCUELA BASICA ESCAPINA; ; ;COLCHANE;1
185;ESCUELA BASICA PISIGA-CHOQUE;-19,302839;-68,617798;COLCHANE;1
186;ESCUELA BASICA ENQUELGA;-19,22897;-68,804489;COLCHANE;1
187;ESCUELA VERTIENTE DEL SABER;-20,488291;-69,324867;PICA;1
188;ESC. MATILLA DE NUEVA EXTREMADURA;-20,513229;-69,360008;PICA;1
191;LIC. ALCDE.SERGIO GONZALEZ GUTIERREZ;-20,266701;-69,82016;POZO ALMONTE;1
192;ESCUELA BASICA MAMINA;-20,071039;-69,217613;POZO ALMONTE;1
193;ESCUELA BASICA POZO ALMONTE;-20,245819;-69,78228;POZO ALMONTE;1
195;ESCUELA BASICA LA TIRANA;-20,33765;-69,655434;POZO ALMONTE;1
196;ESCUELA BASICA HUATACONDO;-20,92778;-69,05336;POZO ALMONTE;1
198;ESCUELA BASICA LA HUAYCA;-20,430571;-69,560463;POZO ALMONTE;1
199;LICEO DOMINGO LATRILLE LASTAUNOU;-22,088579;-70,194794;TOCOPILLA;2
200;LICEO POLITÉCNICO BICENTENARIO DE EXCELENCIA DIEGO PORTALES PALAZUELOS;-22,0851;-70,195702;TOCOPILLA;2
201;ESCUELA CARLOS CONDELL DE LA HAZA;-22,09388;-70,203949;TOCOPILLA;2
203;ESCUELA PABLO NERUDA;-22,08918;-70,194397;TOCOPILLA;2
204;ESCUELA L.GRAL.BERNARDO O´HIGGINS R.;-22,08532;-70,189217;TOCOPILLA;2
205;ESCUELA ARTURO PRAT CHACON;-22,085079;-70,187561;TOCOPILLA;2
206;ESCUELA ESTADOS UNIDOS DE NORTEAMERICA;-22,108561;-70,210274;TOCOPILLA;2
207;ESC. ESPECIAL PEDRO AGUIRRE CERDA;-22,08630943;-70,18914795;TOCOPILLA;2
208;COLEGIO BICENTENARIO SAGRADA FAMILIA;-22,09469;-70,204918;TOCOPILLA;2
209;ESC. PARV. EL CAMELLITO; ; ;TOCOPILLA;2
210;ESCUELA ARTURO PEREZ CANTO;-22,34457;-69,667801;MARÍA ELENA;2
211;LICEO H.C. T.P. MARIA ELENA;-22,346689;-69,667122;MARÍA ELENA;2
214;ESCUELA IGNACIO CARRERA PINTO;-21,66033;-69,534988;MARÍA ELENA;2
217;LICEO BICENTENARIO LUIS CRUZ MARTINEZ;-22,455099;-68,926651;CALAMA;2
218;LICEO FRANCISCO DE AGUIRRE;-22,45826;-68,931236;CALAMA;2
219;LICEO BICENTENARIO POLITECNICO CESAREO AGUIRRE GOYENECHEA;-22,458759;-68,920486;CALAMA;2
220;LICEO MINERO AMÉRICA;-22,43762;-68,924553;CALAMA;2
222;CENTRO EDUC.INTEGRAL DE ADULTOS C.E.I.A;-22,46032524;-68,92471313;CALAMA;2
223;ESCUELA CLAUDIO ARRAU;-22,44936;-68,926231;CALAMA;2
224;ESCUELA GRECIA;-22,4603;-68,933693;CALAMA;2
225;ESCUELA REPUBLICA DE BOLIVIA;-22,4627;-68,928589;CALAMA;2
226;ESCUELA BASICA EMILIO SOTOMAYOR;-22,43815;-68,922653;CALAMA;2
227;ESCUELA BASICA PRESIDENTE BALMACEDA;-22,45923;-68,922813;CALAMA;2
228;ESCUELA BASICA VADO DE TOPATER;-22,47698;-68,929062;CALAMA;2
229;ESCUELA REPUBLICA DE CHILE;-22,444321;-68,908012;CALAMA;2
230;ESCUELA BASICA ANDRES BELLO;-22,45573;-68,916397;CALAMA;2
231;ESCUELA BASICA JOHN FITZGERALD KENNEDY;-22,45438;-68,920174;CALAMA;2
232;ESCUELA BASICA PEDRO VERGARA KELLER;-22,4417;-68,932564;CALAMA;2
234;ESCUELA REPUBLICA DE ECUADOR;-22,45403528;-68,93942446;CALAMA;2
235;ESCUELA JARDIN INFANTIL EL PRINCIPITO; ; ;CALAMA;2
236;ESCUELA DE PARVULOS LAS ABEJITAS;-22,47755623;-68,92974854;CALAMA;2
237;ESCUELA DE PARVULOS LLAMITO BLANCO;-22,43809319;-68,92285919;CALAMA;2
238;ESCUELA DIFERENCIAL LOA;-22,45413589;-68,91889954;CALAMA;2
239;ESCUELA BASICA 21 DE MAYO;-22,450781;-68,932007;CALAMA;2
240;ESCUELA BASICA REPUBLICA DE FRANCIA;-22,474831;-68,932648;CALAMA;2
241;ESCUELA PARVULARIA LAS ARDILLAS;-22,44329071;-68,92927551;CALAMA;2
243;ESCUELA BASICA PUKARA;-22,26803;-68,631218;CALAMA;2
244;ESCUELA DE PARVULOS LOS ENANITOS;-22,45796585;-68,93946838;CALAMA;2
245;ESCUELA DE PARVULOS PAPELUCHO;-22,44638252;-68,91606903;CALAMA;2
246;ESCUELA BASICA SENORA DE LA CANDELARIA;-22,33777;-68,212242;CALAMA;2
248;ESCUELA BASICA SAN JOSE;-22,27883;-68,322403;CALAMA;2
249;ESCUELA BASICA SAN ANDRES;-22,11495425;-68,31687474;CALAMA;2
251;ESCUELA BASICA SAN SANTIAGO; ; ;CALAMA;2
252;ESCUELA BASICA SAN FRANCISCO;-22,342751;-68,650139;CALAMA;2
253;COLEGIO ADVENTISTA DE CALAMA;-22,465719;-68,926689;CALAMA;2
254;FUNDACION EDUCACIONAL COLEGIO NUESTRA SEÑORA DE AYQUINA;-22,461519;-68,927673;CALAMA;2
255;COLEGIO EJERCITO DE SALVACION;-22,4599;-68,930656;CALAMA;2
256;INSTITUTO OBISPO SILVA LEZAETA;-22,46957;-68,926529;CALAMA;2
257;COLEGIO CHUQUICAMATA;-22,478863;-68,91212;CALAMA;2
259;ESC. PARV. JESUS DE NAZARETH;-22,464136;-68,92174;CALAMA;2
261;ESCUELA DE PARRVULOS CAPITAN RAFAEL TORREBLANCA;-22,451738;-68,91319;CALAMA;2
262;ESCUELA DE PARVULOS MICKEY MOUSE;-22,450636;-68,93184;CALAMA;2
265;ESCUELA DE PARVULOS LOS CONEJITOS;-22,45832062;-68,92401123;CALAMA;2
268;ESC. BASICA RURAL SAN ANTONIO DE PADUA;-21,223881;-68,25251;OLLAGÜE;2
269;ESCUELA BASICA SAN PEDRO DE ATACAMA;-22,912609;-68,196808;SAN PEDRO DE ATACAMA;2
270;COMPLEJO EDUCACIONAL TOCONAO;-23,19017;-68,006432;SAN PEDRO DE ATACAMA;2
271;ESCUELA BASICA CAMAR;-22,910219;-68,201431;SAN PEDRO DE ATACAMA;2
273;ESCUELA BASICA SOLOR;-22,94903;-68,18261;SAN PEDRO DE ATACAMA;2
274;ESCUELA BASICA SAN ROQUE;-23,67869;-68,073097;SAN PEDRO DE ATACAMA;2
275;ESCUELA BASICA ANDINA;-22,908039;-68,201508;SAN PEDRO DE ATACAMA;2
276;ESCUELA BASICA TALABRE;-23,32527542;-67,83605957;SAN PEDRO DE ATACAMA;2
277;ESCUELA BASICA SAN BARTOLOME;-22,90843;-68,197983;SAN PEDRO DE ATACAMA;2
279;LICEO INDUSTRIAL EULOGIO GORDO MONEO;-23,61371;-70,38282;ANTOFAGASTA;2
280;LICEO COMERCIAL JERARDO MUNOZ CAMPOS;-23,6527;-70,399529;ANTOFAGASTA;2
282;LICEO A. RENDIC I. ANEXO C. REHABILIT. SOCIAL;-23,65327454;-70,39200592;ANTOFAGASTA;2
283;LICEO TECNICO ANTOFAGASTA;-23,650841;-70,401947;ANTOFAGASTA;2
284;LICEO DE HOMBRES DE ANTOFAGASTA MARIO BAHAMONDE SILVA;-23,653629;-70,398857;ANTOFAGASTA;2
285;LICEO BICENTENARIO MARTA NAREA DIAZ;-23,650129;-70,401154;ANTOFAGASTA;2
286;LICEO LA PORTADA;-23,60877;-70,381821;ANTOFAGASTA;2
287;LICEO DOMINGO HERRERA RIVERA;-23,63081;-70,38768;ANTOFAGASTA;2
288;ESCUELA JAPON;-23,62619;-70,379997;ANTOFAGASTA;2
289;ESCUELA ESPANA;-23,619909;-70,378067;ANTOFAGASTA;2
291;ESCUELA PADRE GUSTAVO LE PAIGE DE WALQUE;-23,618601;-70,382301;ANTOFAGASTA;2
292;ESCUELA REPUBLICA DE ITALIA;-23,62779;-70,385933;ANTOFAGASTA;2
293;ESCUELA JOSE PAPIC RADNIC;-23,5959;-70,381264;ANTOFAGASTA;2
294;ESCUELA PROFESORA LJUBICA DOMIC WUTH;-23,652349;-70,399803;ANTOFAGASTA;2
296;ESCUELA REPUBLICA DE LOS ESTADOS UNIDOS;-23,657921;-70,395332;ANTOFAGASTA;2
297;ESCUELA ALCALDE MAXIMILIANO POBLETE;-23,661079;-70,39682;ANTOFAGASTA;2
298;ESCUELA DARIO SALAS DIAZ;-23,66102;-70,396584;ANTOFAGASTA;2
299;ESCUELA GRECIA; ; ;ANTOFAGASTA;2
301;ESCUELA ROMULO J. PENA MATURANA;-23,64414;-70,384552;ANTOFAGASTA;2
302;ESCUELA JUAN LOPEZ;-23,661209;-70,391403;ANTOFAGASTA;2
303;ESCUELA REPUBLICA ARGENTINA;-23,628611;-70,39312;ANTOFAGASTA;2
304;LICEO BICENTENARIO ANDRÉS SABELLA;-23,67577;-70,410759;ANTOFAGASTA;2
305;ESCUELA HUMBERTO GONZALEZ ECHEGOYEN;-23,589371;-70,383522;ANTOFAGASTA;2
306;ESCUELA HUANCHACA;-23,640711;-70,390923;ANTOFAGASTA;2
307;ESCUELA DE PARVULOS MARCELA PAZ;-23,62614059;-70,38031006;ANTOFAGASTA;2
308;ESCUELA DE ADULTOS DR.ANTONIO RENDIC; ; ;ANTOFAGASTA;2
310;ESCUELA CLAUDIO MATTE PEREZ;-23,63722;-70,387627;ANTOFAGASTA;2
311;ESC DIFERENCIAL JUAN SANDOVAL CARRASCO;-23,66712761;-70,39998627;ANTOFAGASTA;2
312;ESCUELA ECUADOR;-23,634991;-70,395157;ANTOFAGASTA;2
313;ESCUELA ARTURO PRAT;-23,607071;-70,382141;ANTOFAGASTA;2
315;ESCUELA HEROES DE LA CONCEPCION;-23,62591;-70,387817;ANTOFAGASTA;2
316;ESCUELA LAS AMERICAS PROFESOR JUSTO VALLADARES ORELLANA;-23,605101;-70,389297;ANTOFAGASTA;2
317;ESCUELA LAS ROCAS;-23,589109;-70,393753;ANTOFAGASTA;2
318;ESCUELA EDDA CUNEO DONNAGIO;-23,4352;-70,43364;ANTOFAGASTA;2
319;ESCUELA LA BANDERA;-23,599859;-70,378242;ANTOFAGASTA;2
320;LICEO ARTISTICO DE ANTOFAGASTA `ARMANDO CARRERA GONZALEZ`;-23,66744;-70,401711;ANTOFAGASTA;2
321;ESCUELA BASICA SIMON BOLIVAR PALACIOS; ; ;ANTOFAGASTA;2
322;ESCUELA GENERAL MANUEL BAQUEDANO;-23,6231;-70,38549;ANTOFAGASTA;2
324;ESCUELA FUNDACION MINERA ESCONDIDA;-23,618;-70,372414;ANTOFAGASTA;2
326;ESCUELA SANTIAGO AMENGUAL B.;-23,627781;-70,378639;ANTOFAGASTA;2
327;ESCUELA PEDRO AGUIRRE CERDA; ; ;ANTOFAGASTA;2
329;LICEO BICENTENARIO INSTITUTO JOSÉ MAZA SANCHO;-23,693741;-70,409813;ANTOFAGASTA;2
330;ESCUELA DE PARVULOS LOS PINGUINITOS;-23,59660912;-70,38334656;ANTOFAGASTA;2
332;ESCUELA GABRIELA MISTRAL;-23,59593;-70,373993;ANTOFAGASTA;2
333;ESCUELA DE PARVULOS BLANCA NIEVES;-23,60323906;-70,37728119;ANTOFAGASTA;2
335;COLEGIO MISIONERO JOSE LANCASTER;-23,660089;-70,389359;ANTOFAGASTA;2
336;LICEO EXPERIMENTAL ARTISTICO-APLICACION;-23,65575;-70,400574;ANTOFAGASTA;2
337;COLEGIO SANTA TERESITA;-23,65032;-70,391411;ANTOFAGASTA;2
340;CENTRO TRATAMIEN.INTEGRAL RAYITO DE SOL;-23,677422;-70,40916;ANTOFAGASTA;2
341;COLEGIO ADVENTISTA DE ANTOFAGASTA;-23,633221;-70,394981;ANTOFAGASTA;2
342;COLEGIO INGLES SAN JOSE;-23,665331;-70,400368;ANTOFAGASTA;2
343;ESCUELA PRESBITERIANA;-23,654751;-70,39537;ANTOFAGASTA;2
344;COLEGIO SANTA EMILIA;-23,5893;-70,379623;ANTOFAGASTA;2
349;ESC. PARV. LAS ARDILLITAS 1;-23,68204;-70,4147;ANTOFAGASTA;2
350;COLEGIO LIDIA MORENO;-23,656691;-70,397247;ANTOFAGASTA;2
352;ESC. PARV. PAPELUCHO;-23,669407;-70,40568;ANTOFAGASTA;2
353;ESC. PARV. GRETCHEN; ; ;ANTOFAGASTA;2
354;COL. KID'S SCHOOL;-23,648569;-70,39353;ANTOFAGASTA;2
355;COLEGIO BINACIONAL CHILENO AMERICANO DE ANTOFAGASTA(EX INS. CHILENO NORTEAMERICANO CULTURA);-23,662185;-70,40235;ANTOFAGASTA;2
356;COLEGIO CORAZON DE MARIA;-23,657869;-70,397011;ANTOFAGASTA;2
357;COL. SAN LUIS;-23,651312;-70,39532;ANTOFAGASTA;2
358;INS. SANTA MARIA;-23,652909;-70,39543;ANTOFAGASTA;2
361;COL. THE ANTOFAGASTA BRITISH SCHOOL;-23,677394;-70,41035;ANTOFAGASTA;2
363;COL. GIANT; ; ;ANTOFAGASTA;2
364;COL. ANTOFAGASTA;-23,637772;-70,39362;ANTOFAGASTA;2
365;COLEGIO EAGLE SCHOOL;-23,647011;-70,392281;ANTOFAGASTA;2
366;HRVATSKA SKOLA S. ESTEBAN (EX-J. SKOLA);-23,653932;-70,39744;ANTOFAGASTA;2
367;COMPLEJO EDUCATIVO JUAN JOSE LATORRE BENAVENT;-23,10523;-70,440666;MEJILLONES;2
368;ESCUELA BASICA JULIA HERRERA VARAS;-23,10376;-70,447853;MEJILLONES;2
369;ESCUELA LUCILA GODOY ALCAYAGA;-22,712311;-70,276001;MEJILLONES;2
370;ESCUELA ESTACION BAQUEDANO;-23,33522;-69,845451;SIERRA GORDA;2
371;COMPLEJO EDUCATIVO CARACOLES;-22,890829;-69,32029;SIERRA GORDA;2
372;LICEO POLITECNICO JOSE MIGUEL QUIROZ;-25,40234;-70,474457;TALTAL;2
373;LICEO JUAN CORTES-MONROY CORTES;-25,40683;-70,484734;TALTAL;2
374;ESCUELA HOGAR VICTORIANO QUINTEROS SOTO;-25,4072;-70,4814;TALTAL;2
375;ESCUELA VICTOR CARVAJAL MEZA;-25,406651;-70,485962;TALTAL;2
377;ESCUELA PARANAL;-25,010099;-70,465363;TALTAL;2
378;ESCUELA PARTICULAR BERNARDO O'HIGGINS; ; ;TALTAL;2
379;LICEO FEDERICO VARELA;-26,344151;-70,617523;CHAÑARAL;3
380;ESCUELA BÁSICA DIEGO PORTALES PALAZUELOS;-26,341;-70,614601;CHAÑARAL;3
381;ESCUELA BÁSICA PEDRO LUJAN;-26,43018;-70,287727;CHAÑARAL;3
382;ESCUELA GASPAR CABRALES, ARTÍSTICA Y DEPORTIVA;-26,35976;-70,641693;CHAÑARAL;3
383;ESCUELA BÁSICA DIFERENCIAL JOSÉ LUIS OLIVARES ARANCIBIA;-26,34287834;-70,61779022;CHAÑARAL;3
384;LICEO BICENTENARIO  MANUEL MAGALHAES MEDLING;-26,393299;-70,055901;DIEGO DE ALMAGRO;3
385;ESCUELA DE POTRERILLOS; ; ;DIEGO DE ALMAGRO;3
386;ESCUELA ALIRO LAMAS CASTILLO;-26,387899;-70,045731;DIEGO DE ALMAGRO;3
387;ESCUELA BÁSICA EMPERATRIZ SEPÚLVEDA LANDEROS;-26,38546;-70,050751;DIEGO DE ALMAGRO;3
388;COLEGIO MATILDE TRASLAVINA VILLALON; ; ;DIEGO DE ALMAGRO;3
389;ESCUELA ESPECIAL ROSITA AZUL; ; ;DIEGO DE ALMAGRO;3
390;ESCUELA COEDUCACIONAL PARTICULAR;-26,243219;-69,62278;DIEGO DE ALMAGRO;3
391;ESCUELA COEDUCACIONAL PARTICULAR OSCAR Y;-26,24438551;-69,62707947;DIEGO DE ALMAGRO;3
392;LICEO DIEGO DE ALMEIDA;-26,24929;-69,626503;DIEGO DE ALMAGRO;3
